league.year,league.name.full,entry.name,entry.key,team.key,club.key
1985,American Association,Louisville,LOU,LOU,LOU
1985,American Association,Nashville,NAS,NAS,NAS
1985,American Association,Buffalo,BUF,BUF,BUF
1985,American Association,Indianapolis,IND,IND,IND
1985,American Association,Oklahoma City,OKC,OKC,OKC
1985,American Association,Denver,DEN,DEN,DEN
1985,American Association,Omaha,OMA,OMA,OMA
1985,American Association,Iowa,IOW,IOW,IOW
1985,International League,Syracuse,SYR,SYR,SYR
1985,International League,Maine,MAI,MAI,MAI
1985,International League,Columbus,COL,COL,COL
1985,International League,Tidewater,TID,TID,TID
1985,International League,Richmond,RIC,RIC,RIC
1985,International League,Toledo,TOL,TOL,TOL
1985,International League,Rochester,ROC,ROC,ROC
1985,International League,Pawtucket,PAW,PAW,PAW
1985,Mexican League,Aguascalientes,AGU,AGU,AGU
1985,Mexican League,Dos Laredos,LAR,LAR,LAR
1985,Mexican League,Monclova,MON,MON,MON
1985,Mexican League,Tampico,TAM,TAM,TAM
1985,Mexican League,Saltillo,SAL,SAL,SAL
1985,Mexican League,Leon,LEO,LEO,LEO
1985,Mexican League,Union Laguna,UL,UL,UL
1985,Mexican League,Monterrey,MTY,MTY,MTY
1985,Mexican League,Mexico City Reds,MCR,MCR,MCR
1985,Mexican League,Yucatan,YUC,YUC,YUC
1985,Mexican League,Mexico City Tigers,MCT,MCT,MCT
1985,Mexican League,Cordoba,COR,COR,COR
1985,Mexican League,Puebla,PUE,PUE,PUE
1985,Mexican League,Campeche,CAM,CAM,CAM
1985,Mexican League,Tabasco,TAB,TAB,TAB
1985,Mexican League,Veracruz,VER,VER,VER
1985,Pacific Coast League,Vancouver,VAN,VAN,VAN
1985,Pacific Coast League,Calgary,CAL,CAL,CAL
1985,Pacific Coast League,Portland,POR,POR,POR
1985,Pacific Coast League,Edmonton,EDM,EDM,EDM
1985,Pacific Coast League,Tacoma,TAC,TAC,TAC
1985,Pacific Coast League,Hawaii,HAW,HAW,HAW
1985,Pacific Coast League,Phoenix,PHX,PHX,PHX
1985,Pacific Coast League,Albuquerque,ALB,ALB,ALB
1985,Pacific Coast League,Tucson,TUC,TUC,TUC
1985,Pacific Coast League,Las Vegas,LV,LV,LV
1985,Eastern League,Albany-Colonie,ALB,ALB,ALB
1985,Eastern League,Waterbury,WAT,WAT,WAT
1985,Eastern League,New Britain,NB,NB,NB
1985,Eastern League,Vermont,VER,VER,VER
1985,Eastern League,Glens Falls,GF,GF,GF
1985,Eastern League,Nashua,NAS,NAS,NAS
1985,Eastern League,Pittsfield,PIT,PIT,PIT
1985,Eastern League,Reading,REA,REA,REA
1985,Southern League,Columbus,CBS,CBS,CBS
1985,Southern League,Charlotte,CLT,CLT,CLT
1985,Southern League,Jacksonville,JAX,JAX,JAX
1985,Southern League,Orlando,ORL,ORL,ORL
1985,Southern League,Greenville,GVL,GVL,GVL
1985,Southern League,Knoxville,KNO,KNO,KNO
1985,Southern League,Huntsville,HUN,HUN,HUN
1985,Southern League,Chattanooga,CTN,CTN,CTN
1985,Southern League,Memphis,MEM,MEM,MEM
