source,league.year,league.name,ident,person.ref,person.name.last,person.name.given,S_STINT,entry.name,S_FIRST,S_LAST,B_G,P_G,pos
minoraverages/1958TSN,1957,Evangeline League,adams,B00013,Adams,Raymond,0,Lafayette,,,58,,
minoraverages/1958TSN,1957,Evangeline League,adams,F20699,Adams,,0,Lafayette,,,,,of52
minoraverages/1958TSN,1957,Evangeline League,aiken,B01181,Aiken,Ronald,0,Alexandria,,,8,,
minoraverages/1958TSN,1957,Evangeline League,aiken,P10441,Aiken,,0,Alexandria,,,,7,p
minoraverages/1958TSN,1957,Evangeline League,alderman,B00021,Alderman,Arlen,0,Crowley,,,23,,
minoraverages/1958TSN,1957,Evangeline League,alderman,F20943,Alderman,,0,Crowley,,,,,p23
minoraverages/1958TSN,1957,Evangeline League,alderman,P10019,Alderman,,0,Crowley,,,,23,p
minoraverages/1958TSN,1957,Evangeline League,alsup,B01466,Alsup,Jerry,0,Lake Charles,,,1,,
minoraverages/1958TSN,1957,Evangeline League,alsup,P10640,Alsup,,0,Lake Charles,,,,1,p
minoraverages/1958TSN,1957,Evangeline League,altomare,B00037,Altomare,John,1,Thibodaux,,,,,
minoraverages/1958TSN,1957,Evangeline League,altomare,B00037,Altomare,John,2,Baton Rouge,,,,,
minoraverages/1958TSN,1957,Evangeline League,altomare,B00037,Altomare,John,T,,,,16,,
minoraverages/1958TSN,1957,Evangeline League,altomare,F21255,Altomare,,1,Thibodaux,,,,,p
minoraverages/1958TSN,1957,Evangeline League,altomare,F21255,Altomare,,2,Baton Rouge,,,,,p
minoraverages/1958TSN,1957,Evangeline League,altomare,F21255,Altomare,,T,,,,,,p14
minoraverages/1958TSN,1957,Evangeline League,altomare,P10024,Altomare,,1,Thibodaux,,,,,p
minoraverages/1958TSN,1957,Evangeline League,altomare,P10024,Altomare,,2,Baton Rouge,,,,,p
minoraverages/1958TSN,1957,Evangeline League,altomare,P10024,Altomare,,T,,,,,14,p
minoraverages/1958TSN,1957,Evangeline League,amoedo,B01269,Amoedo,Alfredo,0,Baton Rouge,,,2,,
minoraverages/1958TSN,1957,Evangeline League,amoedo,P10486,Amoedo,,0,Baton Rouge,,,,2,p
minoraverages/1958TSN,1957,Evangeline League,anthony,B00045,Anthony,Photios,0,Alexandria,,,97,,
minoraverages/1958TSN,1957,Evangeline League,anthony,F20316,Anthony,,0,Alexandria,,,,,3b90
minoraverages/1958TSN,1957,Evangeline League,bader,B00059,Bader,Albert,1,Lake Charles,,,,,
minoraverages/1958TSN,1957,Evangeline League,bader,B00059,Bader,Albert,2,Thibodaux,,,,,
minoraverages/1958TSN,1957,Evangeline League,bader,B00059,Bader,Albert,T,,,,19,,
minoraverages/1958TSN,1957,Evangeline League,bader,F20792,Bader,,0,Lake Charles,,,,,c15
minoraverages/1958TSN,1957,Evangeline League,bader,P10767,Bader,,0,Thibodaux,,,,1,p
minoraverages/1958TSN,1957,Evangeline League,balcom,B00068,Balcom,William,0,Crowley,,,109,,
minoraverages/1958TSN,1957,Evangeline League,balcom,F20102,Balcom,,0,Crowley,,,,,1b54
minoraverages/1958TSN,1957,Evangeline League,balcom,F20496,Balcom,,0,Crowley,,,,,of55
minoraverages/1958TSN,1957,Evangeline League,barras,B01477,Barras,Richard,0,Lake Charles,,,4,,
minoraverages/1958TSN,1957,Evangeline League,bennett,B01275,Bennett,Bingham,0,Baton Rouge,,,5,,
minoraverages/1958TSN,1957,Evangeline League,bennett,P10493,Bennett,,0,Baton Rouge,,,,5,p
minoraverages/1958TSN,1957,Evangeline League,bianchini,B00076,Bianchini,Raymond,0,Alexandria,,,46,,
minoraverages/1958TSN,1957,Evangeline League,bianchini,F20526,Bianchini,,0,Alexandria,,,,,of46
minoraverages/1958TSN,1957,Evangeline League,booth,B01489,Booth,Bobby,0,Lake Charles,,,5,,
minoraverages/1958TSN,1957,Evangeline League,bradberry,B01288,Bradberry,J. D. Buck,0,Baton Rouge,,,4,,
minoraverages/1958TSN,1957,Evangeline League,bradberry,P10503,Bradberry,,0,Baton Rouge,,,,4,p
minoraverages/1958TSN,1957,Evangeline League,buckner,B00084,Buckner,Jerome,1,Thibodaux,,,,,
minoraverages/1958TSN,1957,Evangeline League,buckner,B00084,Buckner,Jerome,2,Baton Rouge,,,,,
minoraverages/1958TSN,1957,Evangeline League,buckner,B00084,Buckner,Jerome,T,,,,19,,
